PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Aaron McKie,PHI,32,5-Jun,209,Temple,USA,1994,1,17,68,2.2,2.5,1.5,1.1,1.70%,13.50%,6.80%,51.00%,13.50%
Aaron Williams,TOR,33,9-Jun,235,Xavier,USA,Undrafted,Undrafted,Undrafted,42,1.7,1.4,0.2,-20.2,5.50%,15.20%,12.60%,51.80%,4.90%
Adonal Foyle,GSW,30,10-Jun,270,Colgate,St. Vincent &...,1997,1,8,78,4.5,5.5,0.7,-0.4,9.30%,15.20%,10.30%,51.40%,4.80%
Adrian Griffin,CHI,30,5-Jun,230,Seton Hall,USA,Undrafted,Undrafted,Undrafted,69,2.2,2.1,0.8,3.2,7.20%,13.80%,13.50%,41.90%,13.40%
Al Harrington,ATL,25,9-Jun,250,None,USA,1998,1,25,66,17.5,7,3.2,-10.2,5.70%,13.90%,23.50%,50.80%,14.80%
Al Jefferson,BOS,20,10-Jun,265,None,USA,2004,1,15,71,6.7,4.4,0.3,-1.4,12.00%,17.80%,20.40%,55.40%,4.20%
Alan Henderson,DAL,32,9-Jun,240,Indiana,USA,1995,1,16,78,3.5,4.5,0.3,-6.7,13.30%,14.90%,10.90%,53.90%,2.90%
Aleksandar Radojevic,UTA,28,3-Jul,250,Barton Community College,USA,1999,1,12,12,1.6,2.3,0.5,-5.2,7.50%,17.10%,13.60%,40.60%,7.00%
Alex Garcia,NOH,25,3-Jun,195,None,USA,Undrafted,Undrafted,Undrafted,8,5.5,1.9,2.3,-12.5,4.80%,6.90%,19.50%,40.90%,22.80%
Allan Houston,NYK,34,6-Jun,205,Tennessee,USA,1993,1,11,20,11.9,1.2,2.1,2,0.80%,3.90%,20.60%,52.90%,12.70%
Allen Iverson,PHI,30,Jun-00,165,Georgetown,USA,1996,1,1,75,30.7,4,7.9,0.3,1.60%,7.90%,34.30%,53.20%,36.10%
Alonzo Mourning,MIA,35,10-Jun,261,Georgetown,USA,1992,1,2,37,7.6,5.4,0.5,-2.7,8.20%,20.00%,21.80%,51.50%,5.20%
Amar'e Stoudemire,PHX,22,10-Jun,245,None,USA,2002,1,9,80,26,8.9,1.6,10.6,7.90%,15.70%,28.10%,61.70%,7.50%
Anderson Varejao,CLE,22,10-Jun,230,None,Brazil,2004,2,30,54,4.9,4.8,0.5,5.9,12.00%,18.00%,13.90%,53.40%,5.00%
Andre Barrett,ORL,23,10-May,173,Seton Hall,,Undrafted,Undrafted,Undrafted,38,3.1,1.1,1.8,1.9,2.30%,6.00%,14.40%,44.60%,22.70%
Andre Emmett,MEM,22,5-Jun,230,Texas Tech,,2004,2,35,8,0.9,0.3,0,-11.9,0.00%,7.40%,15.80%,42.70%,0.00%
Andre Iguodala,PHI,21,6-Jun,207,Arizona,USA,2004,1,9,82,9,5.7,3,-0.2,3.30%,14.10%,12.60%,58.00%,13.90%
Andre Miller,DEN,29,2-Jun,200,Utah,USA,1999,1,8,82,13.6,4.1,6.9,3.3,3.70%,8.40%,19.30%,54.10%,31.50%
Andrei Kirilenko,UTA,24,9-Jun,205,None,Russia,1999,1,24,41,15.6,6.2,3.2,3.7,7.40%,13.20%,21.40%,59.90%,17.80%
Andres Nocioni,CHI,25,7-Jun,225,None,Argentina,Undrafted,Undrafted,Undrafted,81,8.4,4.8,1.5,-3.9,3.60%,16.60%,19.30%,48.40%,11.10%
Andrew DeClercq,ORL,32,10-Jun,255,Florida,USA,1995,2,34,8,1.1,1.3,0,-11.4,12.10%,7.00%,9.30%,43.60%,0.00%
Andris Biedrins,GSW,19,11-Jun,240,None,Latvia,2004,1,11,30,3.6,3.9,0.4,7.7,11.60%,17.30%,12.20%,57.00%,4.70%
Anfernee Hardaway,NYK,33,7-Jun,215,Memphis,USA,1993,1,3,37,7.3,2.4,2,-4.5,2.20%,8.60%,16.40%,48.00%,14.10%
Ansu Sesay,GSW,28,9-Jun,225,Mississippi,USA,1998,2,30,16,3.1,2.4,0.8,-6.1,12.30%,14.70%,19.60%,46.60%,17.90%
Antawn Jamison,WAS,29,9-Jun,230,North Carolina,USA,1998,1,4,68,19.6,7.6,2.3,1.8,5.80%,13.80%,23.30%,50.60%,10.10%
Anthony Carter,MIN,30,2-Jun,195,Hawaii,USA,Undrafted,Undrafted,Undrafted,66,2.7,1,2.4,0.8,1.80%,7.90%,16.30%,45.40%,35.50%
Anthony Goldwire,MIL,33,2-Jun,182,Houston,USA,1994,2,52,33,5.2,1.8,2.4,-6.6,2.00%,9.60%,14.30%,57.50%,25.20%
Anthony Johnson,IND,30,3-Jun,190,College of Charleston,USA,1997,2,39,63,8.4,2.8,4.8,1.1,2.00%,8.60%,16.30%,52.60%,30.90%
Anthony Miller,ATL,33,9-Jun,255,Michigan State,USA,1994,2,39,2,2,0.5,0.5,10.4,0.00%,11.10%,12.90%,66.70%,25.00%
Anthony Peeler,WAS,35,4-Jun,208,Missouri,USA,1992,1,15,40,3.8,1.6,1.4,-9.9,2.40%,10.30%,15.20%,48.40%,18.00%
Antoine Walker,BOS,28,9-Jun,245,Kentucky,USA,1996,1,6,77,19.1,9,3.4,-9.3,6.10%,18.80%,26.70%,47.80%,16.30%
Antonio Burks,MEM,25,Jun-00,195,Memphis,USA,2004,2,36,24,3,0.5,1.2,-5.6,0.50%,5.70%,17.60%,53.40%,25.20%
Antonio Daniels,SEA,30,4-Jun,205,Bowling Green,USA,1997,1,4,75,11.2,2.3,4.1,4.8,1.00%,7.70%,18.50%,55.70%,26.10%
Antonio Davis,CHI,36,9-Jun,245,Texas-El Paso,USA,1990,2,45,72,7,5.9,1.1,0.8,8.10%,14.80%,14.20%,51.60%,7.10%
Antonio McDyess,DET,30,9-Jun,245,Alabama,USA,1995,1,2,77,9.6,6.3,0.9,0.8,10.20%,18.10%,19.70%,54.20%,7.30%
Austin Croshere,IND,30,10-Jun,242,Providence,USA,1997,1,12,73,8.9,5.1,1.3,-4.6,6.00%,16.20%,17.90%,53.10%,9.90%
Awvee Storey,NJN,28,6-Jun,225,Arizona State,USA,Undrafted,Undrafted,Undrafted,9,0.9,0.6,0.1,-19.5,12.10%,3.20%,16.70%,36.80%,7.10%
Baron Davis,GSW,26,3-Jun,223,UCLA,USA,1999,1,3,46,19.2,3.8,7.9,2.1,1.90%,9.00%,27.30%,51.50%,39.10%
Ben Gordon,CHI,22,3-Jun,200,Connecticut,USA,2004,1,3,82,15.1,2.6,2,4.4,2.70%,7.40%,29.20%,52.60%,16.50%
Ben Handlogten,UTA,31,10-Jun,240,Western Michigan,USA,Undrafted,Undrafted,Undrafted,21,4.5,3.1,0.6,-8,9.10%,17.90%,16.70%,52.50%,7.50%
Ben Wallace,DET,30,9-Jun,240,Virginia Union,USA,Undrafted,Undrafted,Undrafted,74,9.7,12.2,1.7,7,11.10%,22.70%,14.90%,45.90%,7.50%
Beno Udrih,SAS,22,3-Jun,200,None,Slovenia,2004,1,28,80,5.9,1,1.9,4.6,1.40%,5.80%,19.60%,54.90%,23.30%
Bernard Robinson,CHA,24,6-Jun,210,Michigan,USA,2004,2,45,31,3,1.5,1,-14.5,3.90%,10.20%,14.10%,50.30%,16.90%
Billy Thomas,NJN,29,5-Jun,218,Kansas,USA,Undrafted,Undrafted,Undrafted,25,3.7,1.4,0.7,-1.6,2.10%,8.80%,13.90%,47.00%,7.80%
Bo Outlaw,PHX,34,8-Jun,220,Houston,USA,Undrafted,Undrafted,Undrafted,39,0.7,1.4,0.3,-9.1,7.00%,15.90%,8.90%,38.20%,9.80%
Bob Sura,HOU,32,5-Jun,200,Florida State,USA,1995,1,17,61,10.3,5.5,5.2,4.4,4.30%,13.70%,17.30%,53.30%,26.60%
Bobby Jackson,SAC,32,1-Jun,185,Minnesota,USA,1997,1,23,25,12,3.4,2.4,3.7,4.00%,10.80%,24.40%,53.70%,19.50%
Bobby Simmons,LAC,25,6-Jun,228,DePaul,USA,2001,2,41,75,16.4,5.9,2.7,1.7,4.90%,11.60%,20.40%,54.00%,12.60%
Bonzi Wells,MEM,28,5-Jun,210,Ball State,USA,1998,1,11,69,10.4,3.3,1.2,-1.2,3.50%,13.10%,24.40%,51.50%,10.60%
Boris Diaw,ATL,23,8-Jun,215,None,France,2003,1,21,66,4.8,2.6,2.3,-7.2,4.40%,10.50%,15.20%,47.90%,20.20%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Bostjan Nachbar,NOH,24,9-Jun,221,None,Slovenia,2002,1,15,71,7,2.6,1,-6.3,1.80%,12.60%,18.30%,53.40%,10.20%
Brad Miller,SAC,29,Jul-00,261,Purdue,USA,Undrafted,Undrafted,Undrafted,56,15.6,9.3,3.9,5.1,6.80%,17.70%,17.20%,59.60%,16.00%
Brandin Knight,HOU,23,Jun-00,180,Pittsburgh,USA,Undrafted,Undrafted,Undrafted,1,0,0,1,16.7,0.00%,0.00%,12.50%,0.00%,33.30%
Brandon Hunter,ORL,24,7-Jun,266,Ohio,USA,2003,2,56,31,3.1,2.2,0.1,-3.9,10.80%,18.30%,20.50%,52.70%,2.30%
Brendan Haywood,WAS,25,Jul-00,266,North Carolina,USA,2001,1,20,68,9.4,6.8,0.8,5.6,10.50%,13.50%,14.60%,58.80%,4.70%
Brent Barry,SAS,33,7-Jun,210,Oregon State,USA,1995,1,15,81,7.4,2.3,2.2,6.4,1.70%,9.50%,14.70%,58.00%,16.80%
Brevin Knight,CHA,29,10-May,170,Stanford,USA,1997,1,16,66,10.1,2.6,9,-3.2,1.00%,8.20%,17.90%,49.50%,46.20%
Brian Cardinal,MEM,28,8-Jun,245,Purdue,USA,2000,2,44,58,9,3.9,2,4.8,4.80%,11.90%,19.30%,51.00%,13.50%
Brian Cook,LAL,24,9-Jun,234,Illinois,USA,2003,1,24,72,6.4,3,0.5,3.6,5.70%,14.00%,19.00%,52.20%,5.60%
Brian Grant,LAL,33,9-Jun,254,Xavier,USA,1994,1,8,69,3.8,3.7,0.5,-5.1,8.80%,13.30%,11.20%,53.90%,4.80%
Brian Scalabrine,NJN,27,9-Jun,235,Southern California,USA,2001,2,34,54,6.3,4.5,1.6,1.8,7.20%,14.90%,16.50%,46.80%,13.20%
Brian Skinner,SAC,29,9-Jun,265,Baylor,USA,1998,1,22,49,4.8,5.7,0.9,-5.4,10.70%,19.10%,12.60%,49.40%,6.70%
Britton Johnsen,IND,25,10-Jun,210,Utah,USA,Undrafted,Undrafted,Undrafted,6,2,1.7,0.7,-19.1,5.60%,7.50%,14.00%,27.30%,8.70%
Bruce Bowen,SAS,34,7-Jun,200,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,82,8.2,3.5,1.5,8.2,2.00%,9.20%,12.50%,52.10%,7.50%
Bruno Sundov,NYK,25,2-Jul,260,None,Croatia,1998,2,35,21,1.2,0.6,0.1,-11.5,7.60%,10.30%,25.30%,33.00%,6.30%
Bryon Russell,DEN,34,7-Jun,225,Long Beach State,USA,1993,2,45,70,4.4,2.5,1,0.9,4.60%,12.30%,13.60%,53.70%,11.50%
Calbert Cheaney,GSW,33,7-Jun,217,Indiana,USA,1993,1,6,55,4.5,2.3,1.2,-3.1,3.10%,9.80%,14.60%,44.40%,11.60%
Calvin Booth,MIL,29,11-Jun,231,Penn State,USA,1999,2,35,51,2.4,2.1,0.2,-6.1,6.30%,16.50%,13.30%,50.80%,3.00%
Carlos Arroyo,DET,25,2-Jun,202,Florida International,Puerto Rico,Undrafted,Undrafted,Undrafted,70,6.6,1.5,4,-6.8,1.80%,5.90%,18.60%,46.60%,33.20%
Carlos Boozer,UTA,23,8-Jun,258,Duke,USA,2002,2,34,51,17.8,9,2.8,-2.3,8.70%,19.80%,24.10%,56.00%,14.70%
Carlos Delfino,DET,22,6-Jun,230,None,Argentina,2003,1,25,30,3.9,1.8,1.3,-3,3.00%,10.00%,15.70%,43.10%,13.80%
Carmelo Anthony,DEN,21,8-Jun,220,Syracuse,USA,2003,1,3,75,20.8,5.7,2.6,3.3,5.70%,10.90%,28.50%,52.60%,12.90%
Caron Butler,LAL,25,7-Jun,217,Connecticut,USA,2002,1,10,77,15.5,5.8,1.9,-4.1,5.30%,10.90%,20.40%,52.80%,9.10%
Casey Jacobsen,NOH,24,6-Jun,215,Stanford,USA,2002,1,22,84,6.5,2,1.3,0.2,2.00%,7.20%,14.00%,55.50%,10.20%
Charlie Ward,HOU,34,2-Jun,185,Florida State,USA,1994,1,26,14,5.4,2.8,3.1,1,1.70%,9.30%,13.20%,45.30%,18.90%
Chauncey Billups,DET,28,3-Jun,202,Colorado,USA,1997,1,3,80,16.5,3.4,5.8,6.6,1.80%,7.80%,20.20%,60.90%,27.70%
Chris Andersen,NOH,26,10-Jun,228,Blinn,USA,Undrafted,Undrafted,Undrafted,67,7.7,6.1,1.1,-1.4,10.20%,19.60%,16.40%,58.10%,9.30%
Chris Bosh,TOR,21,10-Jun,235,Georgia Tech,USA,2003,1,4,81,16.8,8.9,1.9,-0.3,6.60%,18.10%,21.60%,54.70%,8.60%
Chris Duhon,CHI,22,1-Jun,185,Duke,USA,2004,2,38,82,5.9,2.6,4.9,3.4,1.00%,8.80%,12.80%,47.10%,28.00%
Chris Kaman,LAC,23,Jul-00,265,Central Michigan,USA,2003,1,6,63,9.1,6.7,1.2,-4,8.80%,18.50%,18.30%,52.20%,7.70%
Chris Mihm,LAL,25,Jul-00,265,Texas,USA,2000,1,7,75,9.8,6.7,0.7,-4,10.70%,15.90%,18.60%,55.20%,4.60%
Chris Webber,PHI,32,10-Jun,245,Michigan,USA,1993,1,1,67,19.5,9.1,4.7,1.1,5.60%,19.90%,29.10%,47.20%,23.10%
Chris Wilcox,LAC,22,10-Jun,235,Maryland,USA,2002,1,8,54,7.9,4.2,0.7,-1.7,6.90%,16.60%,21.10%,54.30%,6.80%
Christian Laettner,MIA,35,11-Jun,245,Duke,USA,1992,1,3,49,5.3,2.7,0.8,10.7,5.30%,11.90%,14.70%,61.90%,9.10%
Chucky Atkins,LAL,30,11-May,160,South Florida,USA,Undrafted,Undrafted,Undrafted,82,13.6,2.4,4.4,-2.5,1.10%,5.50%,17.60%,55.80%,20.10%
Clar. Weatherspoon,HOU,34,7-Jun,270,Southern Mississippi,USA,1992,1,9,40,3.1,3.1,0.4,5.3,7.60%,16.50%,13.10%,47.50%,5.10%
Clifford Robinson,NJN,38,10-Jun,240,Connecticut,USA,1989,2,36,71,7.5,2.9,1.5,-7.9,2.90%,9.90%,16.60%,47.10%,10.20%
Corey Maggette,LAC,25,6-Jun,225,Duke,USA,1999,1,13,66,22.2,6,3.4,0.1,3.10%,13.50%,27.10%,57.40%,16.70%
Corliss Williamson,SAC,31,7-Jun,245,Arkansas,USA,1995,1,13,72,10.3,3.6,1.1,-0.7,6.60%,10.20%,21.80%,53.60%,9.00%
Corsley Edwards,NOH,26,9-Jun,275,Central Connecticut State,,2002,2,57,10,2.7,2.5,0.3,-13.6,10.30%,13.00%,16.30%,37.20%,5.70%
Cory Alexander,CHA,32,1-Jun,190,Virginia,USA,1995,1,29,16,3.1,1.8,2.3,-15.7,3.50%,10.70%,15.50%,45.10%,31.90%
Curtis Borchardt,UTA,24,Jul-00,242,Stanford,USA,2002,1,18,67,3,3.3,0.7,-6.3,10.10%,18.70%,13.50%,49.20%,9.60%
Cuttino Mobley,SAC,29,4-Jun,215,Rhode Island,USA,1998,2,41,66,17.2,3.5,2.8,0,1.90%,7.60%,21.10%,55.50%,12.20%
DJ Mbenga,DAL,24,Jul-00,245,None,,Undrafted,Undrafted,Undrafted,15,1,0.5,0,-31.9,4.30%,8.90%,15.20%,47.60%,0.00%
Dahntay Jones,MEM,24,6-Jun,210,Duke,USA,2003,1,20,52,4.5,1.3,0.4,0.2,1.80%,9.20%,17.40%,53.40%,5.90%
Dajuan Wagner,CLE,22,2-Jun,200,Memphis,USA,2002,1,6,11,4,0.2,1.2,-1.9,0.00%,2.40%,28.90%,38.80%,22.00%
Dale Davis,IND,36,11-Jun,252,Clemson,USA,1991,1,13,61,4.7,6.1,0.8,2.6,11.70%,17.20%,11.30%,51.20%,5.70%
Damien Wilkins,SEA,25,6-Jun,225,Georgia,USA,Undrafted,Undrafted,Undrafted,29,6.3,2.3,0.9,-7,5.70%,8.30%,17.60%,50.00%,9.10%
Damon Jones,MIA,28,3-Jun,185,Houston,USA,Undrafted,Undrafted,Undrafted,82,11.6,2.8,4.3,8.2,0.60%,8.20%,15.00%,62.50%,20.10%
Damon Stoudamire,POR,31,10-May,174,Arizona,USA,1995,1,7,81,15.8,3.8,5.7,-3.9,2.10%,9.10%,22.90%,51.00%,28.30%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Damone Brown,WAS,26,8-Jun,202,Syracuse,USA,2001,2,36,14,3.9,2,1,-2.6,5.70%,11.60%,21.70%,40.90%,16.10%
Dan Dickau,NOH,26,Jun-00,190,Gonzaga,USA,2002,1,28,71,12.5,2.5,4.9,-7.8,1.60%,7.50%,21.80%,51.80%,30.90%
Dan Gadzuric,MIL,27,11-Jun,240,UCLA,Netherlands,2002,2,33,81,7.3,8.3,0.4,-0.9,14.70%,23.80%,15.40%,55.10%,2.60%
Daniel Santiago,MIL,29,1-Jul,256,Saint Vincent,Puerto Rico,Undrafted,Undrafted,Undrafted,11,2,1.7,0.1,-18.2,6.10%,14.90%,13.10%,42.60%,1.60%
Danny Fortson,SEA,29,8-Jun,260,Cincinnati,USA,1997,1,10,62,7.5,5.6,0.1,5.9,16.00%,19.00%,18.60%,68.20%,1.30%
Darius Miles,POR,23,9-Jun,210,None,USA,2000,1,3,63,12.8,4.7,2,-2,4.50%,12.70%,25.20%,51.10%,14.30%
Darius Songaila,SAC,27,8-Jun,240,Wake Forest,Lithuania,2002,2,49,81,7.5,4.2,1.4,4.7,7.50%,13.30%,16.00%,56.60%,10.60%
Darko Milicic,DET,20,Jul-00,245,None,Serbia,2003,1,2,37,1.8,1.2,0.2,0.6,1.30%,14.70%,18.60%,38.70%,5.00%
Darrell Armstrong,DAL,37,1-Jun,180,Fayetteville State,USA,Undrafted,Undrafted,Undrafted,66,4,1.7,2.7,-2.5,3.40%,8.30%,16.40%,43.00%,29.50%
Darrick Martin,LAC,34,11-May,170,UCLA,,Undrafted,Undrafted,Undrafted,11,3.8,0.9,2.5,3.7,1.60%,3.70%,14.70%,39.20%,23.50%
Darvin Ham,DET,31,7-Jun,240,Texas Tech,USA,Undrafted,Undrafted,Undrafted,47,1,0.7,0.1,-14.8,7.90%,6.80%,9.60%,45.40%,3.50%
David Harrison,IND,22,Jul-00,280,Colorado,USA,2004,1,29,43,6.1,3.1,0.3,0.6,7.40%,11.90%,17.40%,58.90%,3.20%
David Wesley,HOU,34,1-Jun,203,Baylor,USA,Undrafted,Undrafted,Undrafted,80,11.9,2.9,3.3,0,1.40%,7.10%,16.80%,51.30%,15.90%
David West,NOH,24,8-Jun,226,Xavier,USA,2003,1,18,30,6.2,4.3,0.8,-20.4,6.70%,17.90%,19.10%,47.90%,8.50%
DeSagana Diop,CLE,23,Jul-00,280,None,Senegal,2001,1,8,39,1,1.8,0.4,-5.1,9.10%,13.50%,12.00%,28.10%,8.40%
DeShawn Stevenson,ORL,24,5-Jun,210,None,USA,2000,1,23,55,7.8,1.9,1.3,-6.8,3.40%,6.00%,20.40%,45.60%,10.50%
Delonte West,BOS,21,4-Jun,180,Saint Joseph's,,2004,1,24,39,4.5,1.7,1.4,0.5,3.00%,9.70%,16.50%,52.40%,17.30%
DerMarr Johnson,DEN,25,9-Jun,201,Cincinnati,USA,2000,1,6,71,7.1,2.1,1.1,6.2,3.70%,8.40%,17.00%,60.50%,9.60%
Derek Anderson,POR,30,5-Jun,195,Kentucky,USA,1997,1,13,47,9.2,2.7,3,-4.6,2.00%,8.40%,18.10%,50.30%,19.40%
Derek Fisher,GSW,30,1-Jun,200,Arkansas-Little Rock,USA,1996,1,24,74,11.9,2.9,4.1,-1.2,1.60%,7.90%,18.80%,51.90%,22.20%
Derrick Coleman,DET,38,10-Jun,270,Syracuse,USA,1990,1,1,5,1.8,3,0,-21.9,6.00%,27.30%,15.00%,29.40%,0.00%
Desmond Mason,MIL,27,5-Jun,222,Oklahoma State,USA,2000,1,17,80,17.2,3.9,2.7,-3.4,3.00%,8.10%,22.80%,52.60%,12.70%
Devean George,LAL,27,8-Jun,240,Augsburg,USA,1999,1,23,15,7.3,3.5,0.9,-11.1,4.00%,14.80%,17.60%,48.80%,7.80%
Devin Brown,SAS,26,5-Jun,220,Texas-San Antonio,USA,Undrafted,Undrafted,Undrafted,67,7.4,2.6,1.4,0.5,3.00%,11.70%,18.50%,53.00%,12.70%
Devin Harris,DAL,22,3-Jun,185,Wisconsin,USA,2004,1,5,76,5.7,1.3,2.2,-1.7,2.40%,6.30%,17.90%,53.00%,22.90%
Dikembe Mutombo,HOU,39,2-Jul,265,Georgetown,Congo,1991,1,4,80,4,5.3,0.1,9.1,12.60%,21.60%,12.40%,57.50%,1.40%
Dion Glover,SAS,26,5-Jun,225,Georgia Tech,USA,1999,1,20,7,3.6,1.6,0.6,4.8,3.50%,13.30%,17.60%,47.30%,11.10%
Dirk Nowitzki,DAL,27,Jul-00,245,None,Germany,1998,1,9,78,26.1,9.7,3.1,9.7,3.30%,21.10%,28.30%,57.80%,13.80%
Donnell Harvey,NJN,24,8-Jun,220,Florida,USA,2000,1,22,3,2.7,2.3,0.3,9,20.00%,41.70%,13.90%,106.40%,12.50%
Donta Smith,ATL,21,7-Jun,215,Southeastern Illinois,USA,2004,2,34,38,3.3,1.4,1,-5.6,4.20%,8.30%,15.60%,47.30%,14.10%
Donyell Marshall,TOR,32,9-Jun,230,Connecticut,USA,1994,1,4,65,11.5,6.6,1.2,1.1,5.80%,19.90%,18.40%,59.10%,8.30%
Dorell Wright,MIA,19,7-Jun,210,None,USA,2004,1,19,3,2.3,0.3,1,-12.1,0.00%,3.10%,22.20%,30.60%,17.60%
Doug Christie,ORL,35,6-Jun,205,Pepperdine,USA,1992,1,17,52,6.6,3.4,3.8,2,2.60%,8.50%,13.50%,47.10%,19.20%
Drew Gooden,CLE,23,10-Jun,242,Kansas,USA,2002,1,4,82,14.4,9.2,1.6,2.9,8.40%,22.90%,21.40%,54.80%,8.80%
Dwight Howard,ORL,19,11-Jun,250,None,USA,2004,1,1,82,12,10,0.9,-2.8,11.10%,19.90%,16.60%,57.10%,4.30%
Dwyane Wade,MIA,23,4-Jun,212,Marquette,USA,2003,1,5,77,24.1,5.2,6.8,6.8,4.00%,9.50%,30.20%,56.10%,30.30%
Earl Boykins,DEN,29,5-May,133,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,82,12.4,1.7,4.5,1.9,1.70%,5.00%,21.30%,53.00%,29.30%
Earl Watson,MEM,26,1-Jun,190,UCLA,USA,2001,2,39,80,7.7,2.1,4.5,4.8,2.10%,7.40%,19.80%,50.00%,35.30%
Eddie Gill,IND,26,Jun-00,190,Weber State,USA,Undrafted,Undrafted,Undrafted,73,3.7,1.5,1.1,-5.9,1.70%,10.10%,15.50%,48.40%,16.10%
Eddie Griffin,MIN,23,10-Jun,240,Seton Hall,USA,2001,1,7,70,7.5,6.5,0.8,5.4,9.00%,20.30%,18.50%,47.40%,5.70%
Eddie House,SAC,27,1-Jun,175,Arizona State,USA,2000,2,37,68,5.8,1.2,1.4,-3.7,1.80%,8.30%,20.30%,52.50%,18.00%
Eddie Jones,MIA,33,6-Jun,200,Temple,USA,1994,1,10,80,12.7,5.1,2.7,8.9,1.50%,12.60%,16.10%,55.60%,11.20%
Eddy Curry,CHI,22,11-Jun,285,None,USA,2001,1,4,63,16.1,5.4,0.6,-0.7,6.90%,11.80%,25.70%,58.30%,4.10%
Eduardo Najera,DEN,28,8-Jun,235,Oklahoma,Mexico,2000,2,38,68,5.2,3.6,1,1.4,8.20%,12.00%,15.10%,48.90%,8.40%
Elden Campbell,DET,36,Jul-00,279,Clemson,USA,1990,1,27,40,3,2.3,0.5,-3.8,8.00%,17.60%,20.80%,40.80%,8.90%
Elton Brand,LAC,26,8-Jun,272,Duke,USA,1999,1,1,81,20,9.5,2.6,3.2,10.70%,16.20%,24.70%,55.40%,12.80%
Emeka Okafor,CHA,22,10-Jun,252,Connecticut,USA,2004,1,2,73,15.1,10.9,0.9,-6.8,10.10%,21.50%,21.40%,47.90%,4.20%
Eric Piatkowski,CHI,34,7-Jun,215,Nebraska,USA,1994,1,15,68,4.8,1.2,0.8,0.2,1.70%,7.20%,15.90%,57.30%,9.90%
Eric Snow,CLE,32,3-Jun,205,Michigan State,USA,1995,2,43,81,4,1.9,3.9,3.8,2.00%,6.70%,11.00%,44.50%,25.80%
Eric Williams,TOR,32,8-Jun,220,Providence,USA,1995,1,14,55,7.7,3.1,1.7,-2.9,3.50%,9.90%,16.00%,52.90%,12.00%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Erick Dampier,DAL,29,11-Jun,265,Mississippi State,USA,1996,1,10,59,9.2,8.5,0.9,9.9,12.10%,19.40%,15.80%,58.00%,4.80%
Erick Strickland,MIL,31,3-Jun,218,Nebraska,USA,Undrafted,Undrafted,Undrafted,62,4.9,1.7,1.9,-4.5,1.10%,9.60%,17.80%,45.30%,19.30%
